Filename,Polarity,Subjectivity
file_46764.txt,-0.004211109928323045,0.30711766375700805
file_24136.txt,0.04458758503401361,0.4342814625850339
file_31063.txt,0.05859508708345911,0.3541223311572148
file_22751.txt,0.26794871794871794,0.3897435897435898
file_26907.txt,0.23805083805083804,0.45811410811410824
file_13515.txt,0.05586565461565462,0.4066840704340704
file_31987.txt,0.04901099948269759,0.32063800978895324
file_37528.txt,0.056750912324464164,0.31058142399605815
file_23213.txt,0.06053329346092504,0.3750877192982456
file_47226.txt,-0.01481067633665037,0.5141001855287568
file_15824.txt,0.1159464285714286,0.5476250000000001
file_33834.txt,0.16487870619946093,0.4733063791554358
file_4279.txt,0.09987468671679199,0.2852756892230576
file_18133.txt,-0.04558104190048635,0.33700246769691206
file_9359.txt,0.06465513009327443,0.5095041728031419
file_37067.txt,0.019427083333333327,0.4124999999999999
file_43532.txt,0.024023809523809527,0.373639880952381
file_40761.txt,0.07606060606060608,0.3017497556207233
file_2345.txt,0.06132528011204482,0.4468942577030811
file_10744.txt,0.04346296296296296,0.4251931216931217
file_28754.txt,0.08763447971781309,0.4406495048161715
file_20442.txt,0.1191460055096419,0.48174242424242425
file_19980.txt,0.06623376623376623,0.34632034632034636
file_16286.txt,0.12713913690476192,0.4272879464285713
file_45379.txt,0.0486877982276755,0.42873940987437914
file_21827.txt,0.023343685300207043,0.2549689440993789
file_12591.txt,0.12847490347490345,0.5162403474903476
file_4321.txt,0.09418601190476192,0.35004761904761905
file_36143.txt,0.04355808702791461,0.4529679802955664
file_21365.txt,0.1575666666666667,0.4642666666666667
file_6126.txt,0.07091600529100531,0.5578373015873015
file_32910.txt,-0.009202847805788983,0.35653594771241814
file_321.txt,0.051960452741702745,0.611483134920635
file_14900.txt,-0.007676483940528888,0.45114629440472137
file_123.txt,0.04031125124875124,0.3619804874612566
file_20904.txt,0.07448571428571431,0.32118095238095234
file_46303.txt,0.06695402298850575,0.46091954022988507
file_9820.txt,0.05275689223057644,0.4529239766081872
file_41685.txt,0.2808407738095239,0.5522693452380953
file_5202.txt,-0.012689393939393931,0.46496212121212127
file_25060.txt,0.08792203994835575,0.50670965876229
file_33372.txt,0.21428571428571427,0.3851190476190476
file_15362.txt,0.11980952380952378,0.47900000000000004
